fips,name,type,state,CBSA
28043,Grenada,county,Mississippi,"Grenada, MS"
38039,Griggs,county,North Dakota,
48185,Grimes,county,Texas,
17063,Grundy,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
19075,Grundy,county,Iowa,"Waterloo-Cedar Falls, IA"
29079,Grundy,county,Missouri,
47061,Grundy,county,Tennessee,
35019,Guadalupe,county,New Mexico,
48187,Guadalupe,county,Texas,"San Antonio-New Braunfels, TX"
39059,Guernsey,county,Ohio,"Cambridge, OH"
37081,Guilford,county,North Carolina,"Greensboro-High Point, NC"
12045,Gulf,county,Florida,
08051,Gunnison,county,Colorado,
19077,Guthrie,county,Iowa,"Des Moines-West Des Moines, IA"
13135,Gwinnett,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
46055,Haakon,county,South Dakota,
13137,Habersham,county,Georgia,"Cornelia, GA"
02100,Haines,county,Alaska,
01065,Hale,county,Alabama,"Tuscaloosa, AL"
48189,Hale,county,Texas,"Plainview, TX"
37083,Halifax,county,North Carolina,"Roanoke Rapids, NC"
51083,Halifax,county,Virginia,
13139,Hall,county,Georgia,"Gainesville, GA"
31079,Hall,county,Nebraska,"Grand Island, NE"
48191,Hall,county,Texas,
47063,Hamblen,county,Tennessee,"Morristown, TN"
12047,Hamilton,county,Florida,
17065,Hamilton,county,Illinois,
18057,Hamilton,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
19079,Hamilton,county,Iowa,
20075,Hamilton,county,Kansas,
31081,Hamilton,county,Nebraska,
36041,Hamilton,county,New York,
39061,Hamilton,county,Ohio,"Cincinnati, OH-KY-IN"
47065,Hamilton,county,Tennessee,"Chattanooga, TN-GA"
48193,Hamilton,county,Texas,
46057,Hamlin,county,South Dakota,"Watertown, SD"
25013,Hampden,county,Massachusetts,"Springfield, MA"
25015,Hampshire,county,Massachusetts,"Springfield, MA"
54027,Hampshire,county,West Virginia,"Winchester, VA-WV"
45049,Hampton,county,South Carolina,
51650,Hampton,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
13141,Hancock,county,Georgia,"Milledgeville, GA"
17067,Hancock,county,Illinois,"Fort Madison-Keokuk, IA-IL-MO"
18059,Hancock,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
19081,Hancock,county,Iowa,
21091,Hancock,county,Kentucky,"Owensboro, KY"
23009,Hancock,county,Maine,
28045,Hancock,county,Mississippi,"Gulfport-Biloxi, MS"
39063,Hancock,county,Ohio,"Findlay, OH"
47067,Hancock,county,Tennessee,
54029,Hancock,county,West Virginia,"Weirton-Steubenville, WV-OH"
46059,Hand,county,South Dakota,
51085,Hanover,county,Virginia,"Richmond, VA"
48195,Hansford,county,Texas,
46061,Hanson,county,South Dakota,"Mitchell, SD"
13143,Haralson,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
12049,Hardee,county,Florida,"Wauchula, FL"
47069,Hardeman,county,Tennessee,
48197,Hardeman,county,Texas,
17069,Hardin,county,Illinois,
19083,Hardin,county,Iowa,
21093,Hardin,county,Kentucky,"Elizabethtown-Fort Knox, KY"
39065,Hardin,county,Ohio,
47071,Hardin,county,Tennessee,
48199,Hardin,county,Texas,"Beaumont-Port Arthur, TX"
35021,Harding,county,New Mexico,
46063,Harding,county,South Dakota,
54031,Hardy,county,West Virginia,
24025,Harford,county,Maryland,"Baltimore-Columbia-Towson, MD"
21095,Harlan,county,Kentucky,
31083,Harlan,county,Nebraska,
40057,Harmon,county,Oklahoma,
37085,Harnett,county,North Carolina,"Fayetteville, NC"
41025,Harney,county,Oregon,
20077,Harper,county,Kansas,
40059,Harper,county,Oklahoma,
13145,Harris,county,Georgia,"Columbus, GA-AL"
48201,Harris,county,Texas,"Houston-The Woodlands-Sugar Land, TX"
18061,Harrison,county,Indiana,"Louisville/Jefferson County, KY-IN"
19085,Harrison,county,Iowa,"Omaha-Council Bluffs, NE-IA"
21097,Harrison,county,Kentucky,
28047,Harrison,county,Mississippi,"Gulfport-Biloxi, MS"
29081,Harrison,county,Missouri,
39067,Harrison,county,Ohio,
48203,Harrison,county,Texas,"Longview, TX"
54033,Harrison,county,West Virginia,"Clarksburg, WV"
51660,Harrisonburg,county,Virginia,"Harrisonburg, VA"
13147,Hart,county,Georgia,
21099,Hart,county,Kentucky,
09003,Hartford,county,Connecticut,"Hartford-East Hartford-Middletown, CT"
48205,Hartley,county,Texas,
20079,Harvey,county,Kansas,"Wichita, KS"
20081,Haskell,county,Kansas,
40061,Haskell,county,Oklahoma,
48207,Haskell,county,Texas,
15001,Hawaii,county,Hawaii,"Hilo, HI"
47073,Hawkins,county,Tennessee,"Kingsport-Bristol, TN-VA"
31085,Hayes,county,Nebraska,
48209,Hays,county,Texas,"Austin-Round Rock-Georgetown, TX"
37087,Haywood,county,North Carolina,"Asheville, NC"
47075,Haywood,county,Tennessee,"Brownsville, TN"
13149,Heard,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
48211,Hemphill,county,Texas,
05057,Hempstead,county,Arkansas,"Hope, AR"
17071,Henderson,county,Illinois,"Burlington, IA-IL"
21101,Henderson,county,Kentucky,"Evansville, IN-KY"
37089,Henderson,county,North Carolina,"Asheville, NC"
47077,Henderson,county,Tennessee,
48213,Henderson,county,Texas,"Athens, TX"
18063,Hendricks,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
12051,Hendry,county,Florida,"Clewiston, FL"
27053,Hennepin,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
51087,Henrico,county,Virginia,"Richmond, VA"
01067,Henry,county,Alabama,"Dothan, AL"
13151,Henry,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17073,Henry,county,Illinois,"Davenport-Moline-Rock Island, IA-IL"
18065,Henry,county,Indiana,"New Castle, IN"
19087,Henry,county,Iowa,
21103,Henry,county,Kentucky,"Louisville/Jefferson County, KY-IN"
29083,Henry,county,Missouri,
39069,Henry,county,Ohio,
47079,Henry,county,Tennessee,"Paris, TN"
51089,Henry,county,Virginia,"Martinsville, VA"
36043,Herkimer,county,New York,"Utica-Rome, NY"
12053,Hernando,county,Florida,"Tampa-St. Petersburg-Clearwater, FL"
37091,Hertford,county,North Carolina,
38041,Hettinger,county,North Dakota,
21105,Hickman,county,Kentucky,
47081,Hickman,county,Tennessee,
29085,Hickory,county,Missouri,
35023,Hidalgo,county,New Mexico,
48215,Hidalgo,county,Texas,"McAllen-Edinburg-Mission, TX"
39071,Highland,county,Ohio,
51091,Highland,county,Virginia,
12055,Highlands,county,Florida,"Sebring-Avon Park, FL"
30041,Hill,county,Montana,
48217,Hill,county,Texas,
12057,Hillsborough,county,Florida,"Tampa-St. Petersburg-Clearwater, FL"
33011,Hillsborough,county,New Hampshire,"Manchester-Nashua, NH"
26059,Hillsdale,county,Michigan,"Hillsdale, MI"
28049,Hinds,county,Mississippi,"Jackson, MS"
08053,Hinsdale,county,Colorado,
31087,Hitchcock,county,Nebraska,
39073,Hocking,county,Ohio,"Columbus, OH"
48219,Hockley,county,Texas,"Levelland, TX"
20083,Hodgeman,county,Kansas,
37093,Hoke,county,North Carolina,"Fayetteville, NC"
12059,Holmes,county,Florida,
28051,Holmes,county,Mississippi,"Jackson, MS"
39075,Holmes,county,Ohio,
29087,Holt,county,Missouri,
31089,Holt,county,Nebraska,
15003,Honolulu,county,Hawaii,"Urban Honolulu, HI"
41027,Hood River,county,Oregon,"Hood River, OR"
48221,Hood,county,Texas,"Granbury, TX"
31091,Hooker,county,Nebraska,
51670,Hopewell,county,Virginia,"Richmond, VA"
21107,Hopkins,county,Kentucky,"Madisonville, KY"
48223,Hopkins,county,Texas,"Sulphur Springs, TX"
45051,Horry,county,South Carolina,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
05059,Hot Spring,county,Arkansas,"Malvern, AR"
56017,Hot Springs,county,Wyoming,
26061,Houghton,county,Michigan,"Houghton, MI"
01069,Houston,county,Alabama,"Dothan, AL"
13153,Houston,county,Georgia,"Warner Robins, GA"
27055,Houston,county,Minnesota,"La Crosse-Onalaska, WI-MN"
47083,Houston,county,Tennessee,
48225,Houston,county,Texas,
05061,Howard,county,Arkansas,
18067,Howard,county,Indiana,"Kokomo, IN"
19089,Howard,county,Iowa,
24027,Howard,county,Maryland,"Baltimore-Columbia-Towson, MD"
29089,Howard,county,Missouri,"Columbia, MO"
31093,Howard,county,Nebraska,"Grand Island, NE"
48227,Howard,county,Texas,"Big Spring, TX"
29091,Howell,county,Missouri,"West Plains, MO"
27057,Hubbard,county,Minnesota,
34017,Hudson,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
48229,Hudspeth,county,Texas,"El Paso, TX"
08055,Huerfano,county,Colorado,
40063,Hughes,county,Oklahoma,
46065,Hughes,county,South Dakota,"Pierre, SD"
06023,Humboldt,county,California,"Eureka-Arcata, CA"
19091,Humboldt,county,Iowa,
32013,Humboldt,county,Nevada,"Winnemucca, NV"
28053,Humphreys,county,Mississippi,
47085,Humphreys,county,Tennessee,
48231,Hunt,county,Texas,"Dallas-Fort Worth-Arlington, TX"
34019,Hunterdon,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
42061,Huntingdon,county,Pennsylvania,"Huntingdon, PA"
18069,Huntington,county,Indiana,"Huntington, IN"
26063,Huron,county,Michigan,
39077,Huron,county,Ohio,"Norwalk, OH"
46067,Hutchinson,county,South Dakota,
48233,Hutchinson,county,Texas,"Borger, TX"
37095,Hyde,county,North Carolina,
46069,Hyde,county,South Dakota,
22045,Iberia,county,Louisiana,"Lafayette, LA"
22047,Iberville,county,Louisiana,"Baton Rouge, LA"
19093,Ida,county,Iowa,
16049,Idaho,county,Idaho,
06025,Imperial,county,California,"El Centro, CA"
05063,Independence,county,Arkansas,"Batesville, AR"
12061,Indian River,county,Florida,"Sebastian-Vero Beach, FL"
42063,Indiana,county,Pennsylvania,"Indiana, PA"
26065,Ingham,county,Michigan,"Lansing-East Lansing, MI"
06027,Inyo,county,California,
26067,Ionia,county,Michigan,"Grand Rapids-Kentwood, MI"
26069,Iosco,county,Michigan,
19095,Iowa,county,Iowa,
55049,Iowa,county,Wisconsin,"Madison, WI"
37097,Iredell,county,North Carolina,"Charlotte-Concord-Gastonia, NC-SC"
48235,Irion,county,Texas,"San Angelo, TX"
26071,Iron,county,Michigan,
29093,Iron,county,Missouri,
49021,Iron,county,Utah,"Cedar City, UT"
55051,Iron,county,Wisconsin,
17075,Iroquois,county,Illinois,
13155,Irwin,county,Georgia,
26073,Isabella,county,Michigan,"Mount Pleasant, MI"
27059,Isanti,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
53029,Island,county,Washington,"Oak Harbor, WA"
51093,Isle of Wight,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
28055,Issaquena,county,Mississippi,
27061,Itasca,county,Minnesota,"Grand Rapids, MN"
28057,Itawamba,county,Mississippi,"Tupelo, MS"
05065,Izard,county,Arkansas,
48237,Jack,county,Texas,
01071,Jackson,county,Alabama,"Scottsboro, AL"
05067,Jackson,county,Arkansas,
08057,Jackson,county,Colorado,
12063,Jackson,county,Florida,
13157,Jackson,county,Georgia,"Jefferson, GA"
17077,Jackson,county,Illinois,"Carbondale-Marion, IL"
18071,Jackson,county,Indiana,"Seymour, IN"
19097,Jackson,county,Iowa,
20085,Jackson,county,Kansas,"Topeka, KS"
21109,Jackson,county,Kentucky,
22049,Jackson,county,Louisiana,
26075,Jackson,county,Michigan,"Jackson, MI"
27063,Jackson,county,Minnesota,
28059,Jackson,county,Mississippi,"Gulfport-Biloxi, MS"
29095,Jackson,county,Missouri,"Kansas City, MO-KS"
37099,Jackson,county,North Carolina,"Cullowhee, NC"
39079,Jackson,county,Ohio,"Jackson, OH"
40065,Jackson,county,Oklahoma,"Altus, OK"
41029,Jackson,county,Oregon,"Medford, OR"
46071,Jackson,county,South Dakota,
47087,Jackson,county,Tennessee,"Cookeville, TN"
48239,Jackson,county,Texas,
54035,Jackson,county,West Virginia,"Charleston, WV"
55053,Jackson,county,Wisconsin,
51095,James City,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
13159,Jasper,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17079,Jasper,county,Illinois,
18073,Jasper,county,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI"
19099,Jasper,county,Iowa,"Des Moines-West Des Moines, IA"
28061,Jasper,county,Mississippi,"Laurel, MS"
29097,Jasper,county,Missouri,"Joplin, MO"
45053,Jasper,county,South Carolina,"Hilton Head Island-Bluffton, SC"
48241,Jasper,county,Texas,
18075,Jay,county,Indiana,
13161,Jeff Davis,county,Georgia,
48243,Jeff Davis,county,Texas,
22053,Jefferson Davis,county,Louisiana,"Jennings, LA"
28065,Jefferson Davis,county,Mississippi,
01073,Jefferson,county,Alabama,"Birmingham-Hoover, AL"
05069,Jefferson,county,Arkansas,"Pine Bluff, AR"
08059,Jefferson,county,Colorado,"Denver-Aurora-Lakewood, CO"
12065,Jefferson,county,Florida,"Tallahassee, FL"
13163,Jefferson,county,Georgia,
16051,Jefferson,county,Idaho,"Idaho Falls, ID"
17081,Jefferson,county,Illinois,"Mount Vernon, IL"
18077,Jefferson,county,Indiana,"Madison, IN"
19101,Jefferson,county,Iowa,"Fairfield, IA"
20087,Jefferson,county,Kansas,"Topeka, KS"
21111,Jefferson,county,Kentucky,"Louisville/Jefferson County, KY-IN"
22051,Jefferson,county,Louisiana,"New Orleans-Metairie, LA"
28063,Jefferson,county,Mississippi,
29099,Jefferson,county,Missouri,"St. Louis, MO-IL"
30043,Jefferson,county,Montana,"Helena, MT"
31095,Jefferson,county,Nebraska,
36045,Jefferson,county,New York,"Watertown-Fort Drum, NY"
39081,Jefferson,county,Ohio,"Weirton-Steubenville, WV-OH"
40067,Jefferson,county,Oklahoma,
41031,Jefferson,county,Oregon,
42065,Jefferson,county,Pennsylvania,
47089,Jefferson,county,Tennessee,"Morristown, TN"
48245,Jefferson,county,Texas,"Beaumont-Port Arthur, TX"
53031,Jefferson,county,Washington,
54037,Jefferson,county,West Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
55055,Jefferson,county,Wisconsin,"Watertown-Fort Atkinson, WI"
13165,Jenkins,county,Georgia,
18079,Jennings,county,Indiana,"North Vernon, IN"
46073,Jerauld,county,South Dakota,"Huron, SD"
16053,Jerome,county,Idaho,"Twin Falls, ID"
17083,Jersey,county,Illinois,"St. Louis, MO-IL"
21113,Jessamine,county,Kentucky,"Lexington-Fayette, KY"
20089,Jewell,county,Kansas,
48247,Jim Hogg,county,Texas,
48249,Jim Wells,county,Texas,"Alice, TX"
17085,Jo Daviess,county,Illinois,
05071,Johnson,county,Arkansas,
13167,Johnson,county,Georgia,"Dublin, GA"
17087,Johnson,county,Illinois,"Carbondale-Marion, IL"
18081,Johnson,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
19103,Johnson,county,Iowa,"Iowa City, IA"
20091,Johnson,county,Kansas,"Kansas City, MO-KS"
21115,Johnson,county,Kentucky,
29101,Johnson,county,Missouri,"Warrensburg, MO"
31097,Johnson,county,Nebraska,
47091,Johnson,county,Tennessee,
48251,Johnson,county,Texas,"Dallas-Fort Worth-Arlington, TX"
56019,Johnson,county,Wyoming,
37101,Johnston,county,North Carolina,"Raleigh-Cary, NC"
40069,Johnston,county,Oklahoma,
13169,Jones,county,Georgia,"Macon-Bibb County, GA"
19105,Jones,county,Iowa,"Cedar Rapids, IA"
28067,Jones,county,Mississippi,"Laurel, MS"
37103,Jones,county,North Carolina,"New Bern, NC"
46075,Jones,county,South Dakota,
48253,Jones,county,Texas,"Abilene, TX"
41033,Josephine,county,Oregon,"Grants Pass, OR"
49023,Juab,county,Utah,"Provo-Orem, UT"
30045,Judith Basin,county,Montana,
02110,Juneau,county,Alaska,"Juneau, AK"
55057,Juneau,county,Wisconsin,
42067,Juniata,county,Pennsylvania,
26077,Kalamazoo,county,Michigan,"Kalamazoo-Portage, MI"
26079,Kalkaska,county,Michigan,"Traverse City, MI"
27065,Kanabec,county,Minnesota,
54039,Kanawha,county,West Virginia,"Charleston, WV"
27067,Kandiyohi,county,Minnesota,"Willmar, MN"
17089,Kane,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
49025,Kane,county,Utah,
17091,Kankakee,county,Illinois,"Kankakee, IL"
48255,Karnes,county,Texas,
15007,Kauai,county,Hawaii,"Kapaa, HI"
48257,Kaufman,county,Texas,"Dallas-Fort Worth-Arlington, TX"
40071,Kay,county,Oklahoma,"Ponca City, OK"
31099,Kearney,county,Nebraska,"Kearney, NE"
20093,Kearny,county,Kansas,"Garden City, KS"
31101,Keith,county,Nebraska,
28069,Kemper,county,Mississippi,"Meridian, MS"
02122,Kenai Peninsula,county,Alaska,
17093,Kendall,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
48259,Kendall,county,Texas,"San Antonio-New Braunfels, TX"
48261,Kenedy,county,Texas,"Kingsville, TX"
23011,Kennebec,county,Maine,"Augusta-Waterville, ME"
55059,Kenosha,county,Wisconsin,"Chicago-Naperville-Elgin, IL-IN-WI"
10001,Kent,county,Delaware,"Dover, DE"
24029,Kent,county,Maryland,
26081,Kent,county,Michigan,"Grand Rapids-Kentwood, MI"
44003,Kent,county,Rhode Island,"Providence-Warwick, RI-MA"
48263,Kent,county,Texas,
21117,Kenton,county,Kentucky,"Cincinnati, OH-KY-IN"
19107,Keokuk,county,Iowa,
06029,Kern,county,California,"Bakersfield, CA"
48265,Kerr,county,Texas,"Kerrville, TX"
45055,Kershaw,county,South Carolina,"Columbia, SC"
02130,Ketchikan Gateway,county,Alaska,"Ketchikan, AK"
55061,Kewaunee,county,Wisconsin,"Green Bay, WI"
26083,Keweenaw,county,Michigan,"Houghton, MI"
31103,Keya Paha,county,Nebraska,
38043,Kidder,county,North Dakota,
31105,Kimball,county,Nebraska,
48267,Kimble,county,Texas,
51099,King George,county,Virginia,
51101,King William,county,Virginia,"Richmond, VA"
48269,King,county,Texas,
53033,King,county,Washington,"Seattle-Tacoma-Bellevue, WA"
51097,King and Queen,county,Virginia,"Richmond, VA"
40073,Kingfisher,county,Oklahoma,
20095,Kingman,county,Kansas,
06031,Kings,county,California,"Hanford-Corcoran, CA"
36047,Kings,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
46077,Kingsbury,county,South Dakota,
48271,Kinney,county,Texas,
08061,Kiowa,county,Colorado,
20097,Kiowa,county,Kansas,
40075,Kiowa,county,Oklahoma,
08063,Kit Carson,county,Colorado,
53035,Kitsap,county,Washington,"Bremerton-Silverdale-Port Orchard, WA"
53037,Kittitas,county,Washington,"Ellensburg, WA"
27069,Kittson,county,Minnesota,
41035,Klamath,county,Oregon,"Klamath Falls, OR"
48273,Kleberg,county,Texas,"Kingsville, TX"
53039,Klickitat,county,Washington,
21119,Knott,county,Kentucky,
17095,Knox,county,Illinois,"Galesburg, IL"
18083,Knox,county,Indiana,"Vincennes, IN"
21121,Knox,county,Kentucky,"London, KY"
23013,Knox,county,Maine,
29103,Knox,county,Missouri,
31107,Knox,county,Nebraska,
39083,Knox,county,Ohio,"Mount Vernon, OH"
47093,Knox,county,Tennessee,"Knoxville, TN"
48275,Knox,county,Texas,
02150,Kodiak Island,county,Alaska,
27071,Koochiching,county,Minnesota,
16055,Kootenai,county,Idaho,"Coeur d'Alene, ID"
18085,Kosciusko,county,Indiana,"Warsaw, IN"
19109,Kossuth,county,Iowa,
55063,La Crosse,county,Wisconsin,"La Crosse-Onalaska, WI-MN"
18087,LaGrange,county,Indiana,
38045,LaMoure,county,North Dakota,
04012,La Paz,county,Arizona,
08067,La Plata,county,Colorado,"Durango, CO"
18091,LaPorte,county,Indiana,"Michigan City-La Porte, IN"
17099,LaSalle,county,Illinois,"Ottawa, IL"
22059,LaSalle,county,Louisiana,
48283,La Salle,county,Texas,
20099,Labette,county,Kansas,"Parsons, KS"
42069,Lackawanna,county,Pennsylvania,"Scranton--Wilkes-Barre, PA"
29105,Laclede,county,Missouri,"Lebanon, MO"
27073,Lac qui Parle,county,Minnesota,
05073,Lafayette,county,Arkansas,
12067,Lafayette,county,Florida,
22055,Lafayette,county,Louisiana,"Lafayette, LA"
28071,Lafayette,county,Mississippi,"Oxford, MS"
29107,Lafayette,county,Missouri,"Kansas City, MO-KS"
55065,Lafayette,county,Wisconsin,
22057,Lafourche,county,Louisiana,"Houma-Thibodaux, LA"
06033,Lake,county,California,"Clearlake, CA"
08065,Lake,county,Colorado,
12069,Lake,county,Florida,"Orlando-Kissimmee-Sanford, FL"
17097,Lake,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
18089,Lake,county,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI"
26085,Lake,county,Michigan,
27075,Lake,county,Minnesota,"Duluth, MN-WI"
30047,Lake,county,Montana,
39085,Lake,county,Ohio,"Cleveland-Elyria, OH"
41037,Lake,county,Oregon,
46079,Lake,county,South Dakota,
47095,Lake,county,Tennessee,
02164,Lake and Peninsula,county,Alaska,
27077,Lake of the Woods,county,Minnesota,
01075,Lamar,county,Alabama,
13171,Lamar,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
28073,Lamar,county,Mississippi,"Hattiesburg, MS"
48277,Lamar,county,Texas,"Paris, TX"
48279,Lamb,county,Texas,
50015,Lamoille,county,Vermont,
48281,Lampasas,county,Texas,"Killeen-Temple, TX"
31109,Lancaster,county,Nebraska,"Lincoln, NE"
42071,Lancaster,county,Pennsylvania,"Lancaster, PA"
45057,Lancaster,county,South Carolina,"Charlotte-Concord-Gastonia, NC-SC"
51103,Lancaster,county,Virginia,
32015,Lander,county,Nevada,
20101,Lane,county,Kansas,
41039,Lane,county,Oregon,"Eugene-Springfield, OR"
55067,Langlade,county,Wisconsin,
13173,Lanier,county,Georgia,"Valdosta, GA"
26087,Lapeer,county,Michigan,"Detroit-Warren-Dearborn, MI"
56021,Laramie,county,Wyoming,"Cheyenne, WY"
08069,Larimer,county,Colorado,"Fort Collins, CO"
21123,Larue,county,Kentucky,"Elizabethtown-Fort Knox, KY"
08071,Las Animas,county,Colorado,
06035,Lassen,county,California,"Susanville, CA"
16057,Latah,county,Idaho,"Moscow, ID"
40077,Latimer,county,Oklahoma,
01077,Lauderdale,county,Alabama,"Florence-Muscle Shoals, AL"
28075,Lauderdale,county,Mississippi,"Meridian, MS"
47097,Lauderdale,county,Tennessee,
21125,Laurel,county,Kentucky,"London, KY"
13175,Laurens,county,Georgia,"Dublin, GA"
45059,Laurens,county,South Carolina,"Greenville-Anderson, SC"
48285,Lavaca,county,Texas,
01079,Lawrence,county,Alabama,"Decatur, AL"
05075,Lawrence,county,Arkansas,
17101,Lawrence,county,Illinois,
18093,Lawrence,county,Indiana,"Bedford, IN"
21127,Lawrence,county,Kentucky,
28077,Lawrence,county,Mississippi,
29109,Lawrence,county,Missouri,
39087,Lawrence,county,Ohio,"Huntington-Ashland, WV-KY-OH"
42073,Lawrence,county,Pennsylvania,"New Castle, PA"
46081,Lawrence,county,South Dakota,"Spearfish, SD"
47099,Lawrence,county,Tennessee,"Lawrenceburg, TN"
40079,Le Flore,county,Oklahoma,
27079,Le Sueur,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
35025,Lea,county,New Mexico,"Hobbs, NM"
28079,Leake,county,Mississippi,
20103,Leavenworth,county,Kansas,"Kansas City, MO-KS"
42075,Lebanon,county,Pennsylvania,"Lebanon, PA"
01081,Lee,county,Alabama,"Auburn-Opelika, AL"
05077,Lee,county,Arkansas,
12071,Lee,county,Florida,"Cape Coral-Fort Myers, FL"
13177,Lee,county,Georgia,"Albany, GA"
17103,Lee,county,Illinois,"Dixon, IL"
19111,Lee,county,Iowa,"Fort Madison-Keokuk, IA-IL-MO"
21129,Lee,county,Kentucky,
28081,Lee,county,Mississippi,"Tupelo, MS"
37105,Lee,county,North Carolina,"Sanford, NC"
45061,Lee,county,South Carolina,
48287,Lee,county,Texas,
51105,Lee,county,Virginia,
26089,Leelanau,county,Michigan,"Traverse City, MI"
28083,Leflore,county,Mississippi,"Greenwood, MS"
42077,Lehigh,county,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ"
16059,Lemhi,county,Idaho,
26091,Lenawee,county,Michigan,"Adrian, MI"
37107,Lenoir,county,North Carolina,"Kinston, NC"
12073,Leon,county,Florida,"Tallahassee, FL"
48289,Leon,county,Texas,
21131,Leslie,county,Kentucky,
21133,Letcher,county,Kentucky,
12075,Levy,county,Florida,"Gainesville, FL"
16061,Lewis,county,Idaho,
21135,Lewis,county,Kentucky,
29111,Lewis,county,Missouri,"Quincy, IL-MO"
36049,Lewis,county,New York,
47101,Lewis,county,Tennessee,
53041,Lewis,county,Washington,"Centralia, WA"
54041,Lewis,county,West Virginia,
30049,Lewis and Clark,county,Montana,"Helena, MT"
45063,Lexington,county,South Carolina,"Columbia, SC"
51678,Lexington,county,Virginia,
12077,Liberty,county,Florida,
13179,Liberty,county,Georgia,"Hinesville, GA"
30051,Liberty,county,Montana,
48291,Liberty,county,Texas,"Houston-The Woodlands-Sugar Land, TX"
39089,Licking,county,Ohio,"Columbus, OH"
01083,Limestone,county,Alabama,"Huntsville, AL"
48293,Limestone,county,Texas,
05079,Lincoln,county,Arkansas,"Pine Bluff, AR"
08073,Lincoln,county,Colorado,
13181,Lincoln,county,Georgia,"Augusta-Richmond County, GA-SC"
16063,Lincoln,county,Idaho,
20105,Lincoln,county,Kansas,
21137,Lincoln,county,Kentucky,"Danville, KY"
22061,Lincoln,county,Louisiana,"Ruston, LA"
23015,Lincoln,county,Maine,
27081,Lincoln,county,Minnesota,
28085,Lincoln,county,Mississippi,"Brookhaven, MS"
29113,Lincoln,county,Missouri,"St. Louis, MO-IL"
30053,Lincoln,county,Montana,
31111,Lincoln,county,Nebraska,"North Platte, NE"
32017,Lincoln,county,Nevada,
35027,Lincoln,county,New Mexico,"Ruidoso, NM"
37109,Lincoln,county,North Carolina,"Charlotte-Concord-Gastonia, NC-SC"
40081,Lincoln,county,Oklahoma,"Oklahoma City, OK"
41041,Lincoln,county,Oregon,"Newport, OR"
46083,Lincoln,county,South Dakota,"Sioux Falls, SD"
47103,Lincoln,county,Tennessee,
53043,Lincoln,county,Washington,
54043,Lincoln,county,West Virginia,"Charleston, WV"
55069,Lincoln,county,Wisconsin,"Wausau-Weston, WI"
56023,Lincoln,county,Wyoming,
19113,Linn,county,Iowa,"Cedar Rapids, IA"
20107,Linn,county,Kansas,"Kansas City, MO-KS"
29115,Linn,county,Missouri,
41043,Linn,county,Oregon,"Albany-Lebanon, OR"
48295,Lipscomb,county,Texas,
09005,Litchfield,county,Connecticut,"Torrington, CT"
05081,Little River,county,Arkansas,"Texarkana, TX-AR"
48297,Live Oak,county,Texas,
17105,Livingston,county,Illinois,"Pontiac, IL"
21139,Livingston,county,Kentucky,"Paducah, KY-IL"
22063,Livingston,county,Louisiana,"Baton Rouge, LA"
26093,Livingston,county,Michigan,"Detroit-Warren-Dearborn, MI"
29117,Livingston,county,Missouri,
36051,Livingston,county,New York,"Rochester, NY"
48299,Llano,county,Texas,
05083,Logan,county,Arkansas,
08075,Logan,county,Colorado,"Sterling, CO"
17107,Logan,county,Illinois,"Lincoln, IL"
20109,Logan,county,Kansas,
21141,Logan,county,Kentucky,
31113,Logan,county,Nebraska,"North Platte, NE"
38047,Logan,county,North Dakota,
39091,Logan,county,Ohio,"Bellefontaine, OH"
40083,Logan,county,Oklahoma,"Oklahoma City, OK"
54045,Logan,county,West Virginia,"Mount Gay-Shamrock, WV"
13183,Long,county,Georgia,"Hinesville, GA"
05085,Lonoke,county,Arkansas,"Little Rock-North Little Rock-Conway, AR"
